A,B,C,D,E
0.7,1.5,2.9,14.3,1.1
5.8,4.1,2.02,19.8,3.4
8.5,10.9,1.44,16.5,2.86
7.1,27.7,2.96,15.4,4.28
4.8,32.3,1.72,18.5,2.12
7.8,1.8,1.8,17.8,2.04
1.6,6.5,3.0,20.0,1.9
5.9,16.6,2.12,13.8,2.54
8.6,7.2,2.92,19.9,3.62
8.7,39.9,1.48,10.4,1.66
4.4,30.9,1.72,15.6,4.86
8.2,11.1,1.78,11.4,4.8
6.8,27.3,2.68,19.0,4.76
3.1,37.2,1.9,11.5,1.82
4.3,8.4,2.18,15.6,2.54
6.4,13.8,2.94,19.9,2.26
8.6,3.8,1.36,20.1,3.88
10.0,10.4,2.8,18.1,4.76
0.7,32.3,1.16,19.8,3.34
7.6,28.0,2.36,12.4,1.58
7.1,12.2,1.08,12.1,4.4
8.6,21.7,2.76,13.0,2.84
4.2,37.6,1.5,20.0,1.12
0.0,6.0,1.36,13.3,5.0
5.0,9.9,1.58,18.6,4.46
2.3,30.6,2.98,11.5,1.44
9.8,35.3,1.94,16.9,1.7
2.3,39.2,1.3,15.8,3.82
1.6,20.3,2.4,11.4,3.94
0.4,25.7,1.34,18.1,4.66
1.9,0.4,2.1,20.1,3.3
2.0,19.6,1.4,11.2,2.6
5.7,17.9,1.6,12.3,4.18
3.0,34.1,1.0,11.2,1.48
9.9,13.2,1.04,16.4,3.28
1.0,32.3,2.88,13.5,2.86
5.1,25.2,1.48,14.8,1.96
1.4,26.4,1.14,18.1,4.68
8.2,9.2,2.28,14.7,1.52
0.6,14.9,2.22,19.6,4.08
2.7,13.7,1.12,20.1,4.46
5.0,20.7,1.12,14.2,2.88
5.7,12.4,1.14,10.5,4.44
0.4,23.3,1.36,18.0,4.06
0.4,6.0,1.32,16.7,1.26
9.3,30.6,1.2,11.3,3.42
9.5,26.5,1.96,12.9,1.94
0.7,13.3,1.2,18.3,3.54
6.3,31.7,1.8,10.7,2.68
0.9,11.2,2.22,15.3,2.82
3.7,38.8,2.02,16.5,1.28
9.5,37.7,2.3,20.0,2.0
9.1,19.0,2.34,10.3,2.06
8.0,37.8,2.82,17.3,3.76
9.4,18.6,2.92,18.3,3.14
0.7,31.8,2.48,15.9,2.48
2.4,36.6,2.32,15.2,1.54
7.2,8.8,1.78,19.8,4.64
6.5,18.6,1.08,17.3,4.92
7.8,30.6,2.68,19.1,4.98
4.9,13.1,1.42,11.4,4.06
6.6,35.9,1.72,19.9,3.54
4.8,12.2,1.2,10.0,2.38
3.5,4.7,1.86,12.1,4.18
6.7,28.7,2.7,19.0,4.5
7.7,37.5,2.04,19.2,2.9
4.0,17.8,2.52,11.4,3.78
8.8,17.9,2.2,17.3,4.94
6.1,9.8,2.32,18.3,3.04
0.9,32.9,1.24,12.1,4.76
2.0,3.3,2.82,14.9,4.22
3.5,6.9,1.2,14.7,2.72
1.1,17.0,1.2,17.2,3.08
9.0,36.5,2.68,15.0,3.16
0.1,27.1,2.68,19.5,2.6
1.2,5.8,1.12,11.6,1.88
5.2,18.0,1.32,18.2,3.22
3.1,1.8,1.94,19.0,2.18
9.4,22.5,1.26,15.0,4.84
1.5,9.4,2.24,13.6,2.4
3.1,36.8,2.26,19.7,1.24
3.1,29.6,2.92,14.8,2.54
9.7,8.0,2.48,15.8,4.5
1.0,17.4,2.52,10.9,3.48
0.9,22.1,2.28,12.9,4.52
1.4,10.2,1.66,18.4,2.94
1.6,5.3,1.16,12.0,2.8
3.9,18.2,2.52,13.3,4.7
1.7,35.0,1.72,17.2,2.76
5.4,31.7,1.58,19.7,2.96
7.2,35.4,1.8,14.9,2.44
2.4,34.8,1.88,17.5,2.38
5.8,32.0,3.0,14.6,4.76
7.7,6.7,1.92,18.4,4.06
8.8,2.7,1.12,18.3,1.76
2.1,27.3,1.26,10.5,4.7
2.9,28.1,1.94,14.9,1.52
8.3,35.9,1.1,19.9,1.78
8.4,31.0,1.66,16.2,3.44
4.3,11.8,2.58,11.1,1.6
3.1,37.9,3.0,14.0,3.6
5.0,13.3,2.98,13.0,1.28
4.5,12.8,1.9,10.1,4.62
2.0,0.7,2.16,11.5,2.38
9.8,5.0,2.38,10.0,1.2
3.1,34.0,1.14,10.3,1.58
9.3,28.0,1.46,14.6,1.68
3.8,17.4,2.32,16.4,3.22
1.1,18.2,1.06,15.1,1.84
4.6,19.1,2.9,14.6,4.76
1.7,24.8,1.0,19.8,4.34
2.0,23.4,1.66,17.6,2.84
1.2,8.2,1.16,14.9,4.38
2.0,9.2,2.24,14.4,4.38
0.7,37.2,2.5,14.1,3.36
4.5,39.3,1.18,19.4,1.04
0.6,31.1,1.18,18.3,2.78
2.2,26.7,1.98,15.5,2.54
9.5,11.9,1.86,17.0,2.64
7.4,7.0,1.94,15.6,2.68
8.5,1.6,2.72,13.2,3.46
2.1,25.2,1.1,12.7,3.96
8.8,12.1,2.74,14.3,5.0
2.1,37.9,1.46,15.5,2.52
9.1,0.9,2.68,14.3,3.08
2.8,28.6,2.88,18.3,2.04
1.2,31.5,2.14,19.5,1.86
8.1,32.5,2.26,17.2,1.9
0.1,27.2,2.86,13.3,1.72
2.8,30.5,2.1,11.3,1.74
8.4,29.2,2.94,16.7,3.16
7.8,20.9,2.62,12.8,3.16
5.1,21.7,1.22,17.8,2.74
2.6,24.0,1.68,11.6,4.3
4.9,37.3,2.4,18.2,1.2
9.4,19.9,2.76,20.1,2.84
7.8,21.5,1.1,10.8,4.44
2.2,20.4,2.28,12.6,2.26
8.7,21.5,2.58,14.8,4.42
4.3,7.9,2.18,17.8,3.5
7.6,26.6,2.34,13.6,3.22
2.1,38.9,1.56,12.7,3.08
4.2,37.8,1.74,14.9,2.22
3.6,3.4,2.82,15.4,2.2
6.0,28.8,1.42,10.3,2.78
9.6,1.7,1.14,18.4,1.22
5.5,16.4,2.24,19.7,3.72
0.2,1.2,2.9,11.8,4.88
6.2,20.1,2.92,13.6,2.46
1.8,22.8,1.24,10.3,3.12
2.2,34.5,1.52,13.6,3.58
2.8,36.5,1.34,15.0,3.7
2.9,0.0,1.34,13.1,3.3
3.8,31.8,2.52,14.4,1.84
2.4,21.6,2.7,11.1,3.9
10.0,3.3,2.22,14.0,4.58
0.7,35.8,1.26,15.5,1.76
5.7,26.5,1.2,17.9,1.6
1.5,12.7,2.7,11.3,3.82
7.1,21.1,2.98,15.3,2.26
0.0,26.2,1.32,16.2,3.04
0.4,31.1,2.0,16.4,2.92
0.2,7.9,2.9,15.7,1.86
6.4,16.4,1.26,19.5,4.74
0.3,25.1,2.12,12.0,2.92
9.8,1.1,2.84,10.3,1.02
9.5,40.0,1.1,17.2,4.18
6.3,30.3,2.12,14.5,1.7
9.7,21.1,1.06,18.5,2.08
8.8,28.1,1.2,11.1,3.26
0.9,11.1,2.46,12.9,2.72
2.0,21.0,2.82,19.3,4.8
4.5,37.7,1.2,19.5,2.36
9.0,23.8,2.96,15.9,3.2
2.6,26.7,2.56,19.9,2.58
6.5,29.7,1.14,17.0,1.78
4.0,31.6,2.66,18.0,1.46
1.2,5.7,2.16,16.4,3.32
0.8,3.3,1.4,11.3,4.7
3.5,26.2,2.28,14.3,3.06
8.5,36.4,2.84,20.1,4.1
8.9,3.4,1.46,12.5,2.22
5.7,27.0,1.58,19.0,4.04
5.3,22.6,2.96,11.5,1.12
1.1,2.4,2.92,10.6,1.74
8.0,23.3,2.66,13.1,4.96
7.7,5.8,2.12,18.8,3.36
1.3,25.0,2.58,19.4,2.7
3.3,33.4,2.44,11.5,2.7
5.2,8.5,2.88,17.7,2.8
1.9,25.0,1.32,18.8,3.4
7.4,38.9,2.16,16.1,2.92
1.5,17.9,1.6,12.9,4.44
9.4,20.6,2.26,17.0,4.18
6.9,34.3,1.94,11.1,3.04
5.5,14.8,1.44,16.6,4.18
8.2,7.0,2.38,19.0,1.0
10.0,12.0,1.58,14.5,1.88
5.7,25.2,2.08,18.2,2.26
0.3,9.2,1.12,14.2,4.9
0.3,25.5,2.48,20.0,3.68
1.9,25.3,2.94,15.4,4.3
0.9,35.1,1.22,14.4,2.38
2.3,28.7,2.18,15.9,4.6
9.8,30.8,2.02,17.0,2.48
2.5,5.8,1.52,17.9,2.44
3.6,6.8,1.22,13.1,4.14
8.4,38.7,1.24,10.7,3.98
5.3,8.5,2.42,17.6,4.7
2.0,27.3,2.58,16.1,2.44
7.3,22.6,2.22,17.4,2.08
3.7,8.0,1.56,11.9,1.9
4.5,11.3,1.68,11.7,2.92
0.3,18.3,2.18,20.0,4.06
5.9,27.9,1.56,10.5,4.82
5.6,32.1,1.6,18.3,3.72
4.4,39.6,2.52,19.5,1.28
1.9,31.7,2.5,12.8,3.92
1.6,5.3,2.2,10.3,3.86
7.0,39.8,1.02,17.0,1.48
0.3,19.6,1.64,14.2,2.96
9.2,38.6,2.42,18.3,4.56
1.3,29.2,2.22,13.3,2.52
0.2,29.2,2.16,19.9,4.46
8.7,38.6,1.78,17.0,1.12
10.0,29.0,1.96,13.2,1.66
7.9,17.9,1.62,11.4,2.14
5.7,37.9,1.74,19.5,2.54
5.4,22.1,2.82,18.5,1.44
0.3,27.3,2.56,13.9,4.0
2.3,37.7,2.72,19.2,3.88
3.3,24.3,2.74,18.8,3.8
2.9,15.3,1.24,10.4,3.42
8.1,30.3,2.68,17.7,1.52
1.8,27.2,2.06,14.9,2.3
3.0,13.4,2.5,19.8,3.0
5.9,31.2,1.24,16.5,4.14
5.9,0.7,1.76,18.8,3.62
1.8,12.7,1.44,15.3,2.86
4.8,37.2,2.82,17.9,2.32
6.2,5.5,1.26,14.5,3.82
8.2,12.5,1.32,17.9,1.2
2.1,15.8,1.46,11.0,1.78
2.3,5.8,2.14,14.8,3.6
7.5,5.7,2.24,19.8,1.0
2.9,13.9,1.66,12.2,1.16
5.7,17.5,2.0,15.4,3.22
3.0,10.7,2.7,10.4,2.44
9.9,21.0,1.18,16.3,3.46
6.3,7.3,2.42,13.4,2.5
1.8,16.6,1.4,19.2,3.56
4.7,35.6,1.72,16.8,3.86
4.4,30.3,1.12,15.3,2.86
9.9,23.2,2.78,10.2,2.42
9.3,32.6,1.24,10.5,1.9
5.4,37.1,2.58,18.6,3.74
5.4,18.1,1.58,15.5,4.2
9.6,12.1,1.6,10.1,3.02
1.7,33.3,1.08,18.1,1.8
6.2,20.2,1.62,19.3,4.56
9.1,2.8,1.3,13.7,1.42
4.6,20.1,2.44,15.5,3.86
7.4,9.2,1.42,10.4,2.64
5.6,32.8,2.26,14.5,4.78
4.4,35.5,1.86,11.0,4.6
3.2,17.5,1.78,16.4,2.48
1.6,32.9,1.72,10.9,1.26
6.9,21.0,2.54,14.0,4.72
0.3,18.3,1.3,14.3,4.06
1.9,9.4,1.84,18.9,4.42
4.6,27.2,2.66,13.2,3.94
9.0,13.6,2.24,19.0,3.64
1.4,23.6,1.28,15.5,4.84
6.9,35.2,1.86,11.1,1.2
4.6,26.4,2.78,10.1,1.92
7.7,13.4,1.16,10.0,1.18
7.4,14.3,2.28,16.4,2.2
0.8,1.8,2.96,13.2,3.2
8.9,23.0,1.86,18.5,1.88
1.5,13.3,1.38,17.5,1.92
6.8,11.3,2.38,13.5,4.22
6.0,13.8,2.46,12.0,3.34
0.9,12.4,1.64,18.3,3.8
4.9,20.3,2.58,13.5,1.44
0.2,6.0,2.98,12.5,1.7
7.6,24.9,1.1,14.6,4.8
9.3,29.7,2.64,19.4,2.5
6.9,1.2,1.6,10.0,4.48
8.0,39.5,2.3,13.7,3.16
5.0,25.4,1.34,11.3,4.86
1.8,8.4,1.54,18.9,2.66
4.1,1.9,2.34,14.5,2.58
3.4,4.9,2.28,14.1,1.26
4.5,16.3,2.58,10.6,4.6
2.5,9.1,1.88,15.4,2.3
6.8,8.7,2.14,15.5,4.52
9.2,6.8,1.92,17.5,1.3
6.3,3.6,2.3,16.2,4.9
3.6,25.2,2.02,12.3,1.84
8.3,25.1,1.7,18.2,3.02
4.8,13.9,1.0,17.2,3.24
2.0,35.4,1.76,19.8,4.84
7.3,38.0,2.72,10.3,1.16
6.3,16.7,2.78,14.1,3.96
0.4,5.3,2.48,19.5,2.62
9.9,38.5,1.0,16.9,3.18
6.9,17.7,2.48,12.7,2.94
8.9,29.6,2.74,19.1,2.66
0.3,30.0,2.46,13.9,1.84
3.8,35.8,1.26,15.0,2.3
3.4,10.5,2.54,12.8,3.62
0.0,13.6,2.4,14.1,3.44
2.3,18.9,1.44,16.8,3.16
5.6,12.7,1.84,10.4,3.02
9.9,34.1,1.42,20.0,3.68
6.9,4.6,2.18,14.0,2.7
4.0,0.4,2.98,16.0,2.66
5.3,25.6,1.52,15.4,4.7
4.5,29.9,2.1,12.7,1.06
5.9,14.9,1.02,14.0,3.46
5.9,29.3,1.76,10.8,1.38
5.6,24.2,2.0,12.8,1.68
3.0,27.4,1.36,17.7,2.92
8.3,20.7,2.22,13.7,4.72
2.3,11.4,2.4,16.1,4.44
8.8,19.4,2.5,15.3,1.26
3.5,34.2,2.32,15.1,3.98
8.4,16.9,2.24,13.3,1.94
2.9,37.8,1.08,13.6,4.14
2.3,8.1,2.42,14.8,1.56
2.9,15.3,2.54,14.1,1.7
8.5,14.0,2.2,11.3,1.82
9.1,31.3,2.98,18.1,1.56
0.6,14.5,2.4,13.2,3.68
3.4,32.2,1.12,19.7,4.18
5.4,12.1,1.98,19.1,3.8
9.1,25.1,1.9,19.9,3.8
1.3,34.2,2.9,20.0,4.62
0.9,38.6,2.42,18.6,3.82
7.9,31.0,2.5,11.6,3.66
1.5,8.8,2.46,17.4,3.86
5.3,5.7,1.26,13.1,1.8
9.4,6.2,2.44,20.0,4.58
8.8,34.6,2.86,17.8,3.22
7.6,30.7,2.36,16.7,2.68
6.9,38.1,2.28,13.8,3.14
4.3,27.9,2.28,19.3,3.86
7.2,7.1,2.12,10.9,1.08
4.4,0.8,2.22,18.6,4.02
9.9,36.5,1.38,12.3,4.4
5.5,9.3,2.48,19.9,4.84
8.3,37.2,1.5,15.7,1.18
8.1,33.8,1.86,16.8,4.72
5.6,33.5,2.32,20.0,1.68
2.0,15.1,2.38,16.3,1.6
6.7,35.5,2.22,11.8,3.38
4.9,3.9,1.88,20.0,2.56
3.2,35.8,1.2,10.7,3.76
9.0,6.1,2.42,17.0,1.16
0.6,25.3,2.84,13.9,4.86
6.9,6.8,2.46,11.2,1.86
1.4,39.7,1.66,20.0,3.3
8.1,24.4,2.74,12.6,3.86
3.1,36.4,1.9,18.1,3.38
7.4,16.9,2.6,18.7,4.5
1.9,17.7,1.62,10.1,2.04
8.7,18.8,2.48,11.5,2.28
1.4,25.9,2.94,11.3,4.5
4.7,7.1,2.74,11.6,2.38
7.0,1.6,1.08,15.9,1.9
2.0,36.9,2.24,16.9,3.4
4.1,34.0,1.56,19.8,3.4
2.5,5.6,1.94,11.6,1.64
1.3,21.7,2.94,14.4,4.58
5.6,10.6,1.3,13.7,2.6
3.6,30.3,1.48,16.3,2.08
5.7,17.2,3.0,10.5,4.56
2.0,21.8,2.42,15.9,2.94
8.1,24.6,1.56,20.1,3.18
6.8,21.7,2.02,14.8,4.34
0.2,37.2,1.9,12.0,4.04
8.6,3.0,1.48,19.8,4.8
8.9,36.7,1.44,12.2,3.98
3.6,4.6,1.66,17.5,3.48
8.7,13.3,2.32,15.6,2.8
4.8,10.7,2.86,16.3,1.74
1.8,7.1,1.66,12.8,3.72
8.8,32.6,1.62,12.6,1.72
8.4,10.7,1.56,10.5,1.08
1.1,30.8,1.16,12.0,2.62
6.0,39.7,2.3,17.0,3.98
4.0,27.1,2.12,14.0,3.18
3.2,17.0,1.76,17.9,3.78
4.9,11.5,1.12,10.4,2.18
6.7,32.8,2.36,11.4,4.42
7.0,7.3,1.14,12.0,3.98
8.5,25.5,2.9,15.7,1.1
3.2,8.0,1.34,10.3,1.52
8.0,26.7,2.62,16.8,2.08
2.3,12.7,1.96,10.6,3.84
6.0,32.5,1.3,13.4,2.26
6.0,23.4,1.4,13.5,1.32
9.7,4.0,1.18,11.4,1.04
2.7,18.0,1.06,19.1,1.18
5.7,15.6,1.86,10.1,4.8
4.2,5.8,1.14,15.6,2.24
4.0,34.4,2.08,10.4,2.76
3.8,24.8,1.36,17.0,4.78
8.5,19.1,2.26,18.5,2.68
4.8,2.3,1.78,19.4,3.06
1.6,39.9,2.0,13.1,3.72
9.7,7.9,1.16,17.1,4.02
6.9,13.3,1.58,14.0,1.62
6.9,21.2,2.1,14.1,1.04
9.7,38.7,2.6,17.4,4.2
6.4,34.7,1.86,16.4,4.4
7.3,16.5,2.16,13.9,3.16
8.4,34.7,1.28,18.2,3.78
0.4,33.6,2.34,13.7,2.84
0.1,39.7,2.38,14.1,3.04
2.1,7.0,2.2,13.6,2.92
5.6,21.3,2.58,15.5,4.18
6.5,6.4,2.78,17.0,3.94
7.3,22.0,3.0,15.4,4.88
9.7,30.7,1.44,18.8,2.34
1.5,28.5,2.52,15.3,3.88
5.0,18.4,1.92,12.1,3.92
3.8,20.6,1.32,12.6,3.62
8.5,9.8,2.12,14.6,2.84
7.5,24.1,2.06,13.7,1.32
8.7,15.7,2.8,13.8,4.82
3.9,9.7,2.02,11.4,1.42
3.7,4.1,1.42,16.5,4.86
5.9,13.8,3.0,16.0,4.38
5.8,28.2,2.64,15.9,4.44
0.9,22.6,1.76,10.7,1.2
9.8,7.1,2.96,14.3,4.6
6.3,24.2,1.24,14.2,4.74
6.2,1.7,2.54,10.5,1.56
4.8,7.6,2.88,18.3,1.38
6.3,4.4,2.3,12.6,1.08
3.1,37.0,2.02,14.4,4.04
0.6,34.2,3.0,12.2,1.66
2.0,13.9,1.26,18.0,3.78
1.9,17.6,2.44,11.2,1.54
2.5,22.1,2.46,16.7,2.94
6.7,9.1,2.24,18.3,1.1
8.5,2.1,2.4,16.3,1.36
1.4,17.1,1.54,12.4,1.22
8.4,9.1,2.76,18.5,1.48
7.8,19.1,1.9,15.1,1.24
8.5,7.6,1.54,14.7,2.5
9.1,28.0,1.02,16.0,1.04
1.3,36.3,1.32,11.6,1.46
2.6,17.8,2.16,13.9,1.14
3.9,23.7,2.02,17.4,3.22
5.7,13.4,1.06,18.8,3.38
2.7,36.4,2.52,16.8,3.44
2.5,38.9,2.62,18.4,2.78
6.2,27.9,1.04,12.5,1.88
6.5,1.8,1.72,17.9,4.98
2.4,8.2,2.92,15.5,1.0
0.2,22.7,1.46,13.9,1.04
7.1,37.0,2.42,18.4,2.28
4.3,26.4,1.68,19.5,1.28
9.6,11.1,1.02,16.7,1.98
4.1,25.0,1.64,20.1,3.94
9.8,16.3,2.5,10.7,3.6
0.5,35.7,2.7,17.2,4.76
3.8,16.7,2.52,14.4,3.84
5.1,22.0,1.18,11.6,4.72
2.2,30.3,2.6,14.0,4.62
8.8,19.0,2.22,17.6,4.74
4.9,32.4,1.84,10.8,3.46
4.2,16.9,2.36,16.9,1.72
1.8,37.4,2.16,19.0,3.96
6.8,4.4,1.16,20.0,3.1
5.0,38.0,2.52,12.3,3.04
1.0,1.3,2.18,17.2,4.0
1.1,23.0,2.24,11.0,3.4
7.3,15.6,2.02,13.4,2.96
0.7,13.3,1.44,12.8,3.9
2.3,39.0,1.58,10.7,1.32
9.1,3.6,1.84,11.6,4.16
4.0,5.2,2.34,17.0,4.82
3.5,1.7,1.4,11.1,1.94
10.0,3.7,1.84,17.8,1.5
8.4,18.6,2.44,19.2,1.42
7.1,38.4,1.12,14.9,3.48
5.4,19.5,1.3,12.3,4.44
0.8,24.2,1.44,13.6,4.26
4.6,29.9,2.14,17.7,2.26
1.4,30.2,2.72,11.0,4.24
4.7,3.4,1.6,19.8,2.62
8.1,21.4,2.36,18.0,4.08
4.1,21.8,1.1,15.8,2.34
5.9,31.5,2.28,15.4,3.88
8.3,8.9,2.16,12.6,4.94
6.9,30.7,1.54,16.6,3.76
1.1,25.1,1.34,15.9,1.08
0.1,0.7,2.74,10.1,4.7
0.6,25.5,2.52,16.7,3.4
7.9,36.2,2.92,11.7,2.12
0.2,20.7,1.18,11.9,2.46
0.2,13.0,1.12,18.4,2.68
2.6,22.3,1.72,16.2,3.38
3.9,19.6,2.9,17.7,1.26
3.2,14.1,1.88,17.1,2.42
9.1,25.1,2.7,10.1,3.56
0.0,9.5,1.3,18.9,3.86
0.7,2.5,2.74,18.2,1.5
10.0,11.0,1.26,14.1,1.96
3.1,12.2,1.2,12.7,4.38
4.7,18.5,2.64,12.8,4.94
10.0,16.7,2.72,16.8,3.04
0.3,5.0,1.66,12.7,2.3
9.3,37.8,2.18,15.9,2.04
6.9,0.4,1.24,18.9,1.16
1.8,7.6,1.76,10.4,2.36
3.1,15.9,1.86,11.4,1.78
0.8,20.7,1.54,17.2,4.66
1.1,25.6,1.78,13.1,3.64
1.0,20.4,1.3,15.1,2.1
4.5,25.4,1.98,18.9,3.2
1.5,1.0,1.54,13.6,4.98
0.0,0.7,2.34,11.4,1.08
6.2,3.1,2.82,14.0,2.36
2.0,2.7,2.18,10.3,2.02
2.9,20.5,1.22,15.2,2.44
1.2,38.6,1.3,19.9,2.94
3.3,22.7,2.04,18.3,4.2
0.3,12.7,2.06,12.6,3.98
2.7,25.4,1.96,12.0,1.28
9.4,21.1,1.7,15.9,2.28
5.8,23.8,2.22,18.5,2.4
2.6,20.6,2.66,16.3,4.0
6.8,31.7,1.5,17.0,3.2
2.4,28.2,2.1,14.6,1.1
0.2,24.4,2.78,15.3,4.7
9.6,4.4,1.42,13.0,4.06
6.7,10.4,2.44,11.6,3.78
2.4,34.7,2.36,14.9,2.52
1.9,28.0,2.6,10.6,3.28
3.3,23.3,1.96,18.2,3.24
2.5,18.8,2.94,12.7,2.52
0.4,4.3,1.02,10.9,3.58
9.8,22.4,2.04,12.6,4.18
6.0,14.1,1.12,11.2,4.54
9.1,13.5,2.98,16.5,2.88
9.2,17.5,2.52,18.5,2.2
0.8,14.1,1.38,18.3,3.76
4.9,7.9,2.86,15.9,3.0
0.5,8.1,1.58,14.2,4.9
8.2,13.4,2.48,16.8,1.66
5.9,20.6,2.88,16.2,2.88
4.3,34.3,2.32,16.9,3.04
1.0,17.6,2.16,19.8,1.14
6.5,38.2,2.3,16.4,3.7
4.6,24.2,1.04,19.8,2.94
7.2,5.4,2.1,16.6,3.84
8.4,14.0,2.56,15.3,1.08
8.7,5.5,1.32,13.5,3.92
9.7,1.4,2.02,17.0,3.72
8.5,18.4,1.12,19.2,4.68
0.2,31.3,1.08,11.4,4.62
7.5,8.7,2.94,17.4,4.12
9.1,9.6,2.92,11.7,3.0
2.9,14.3,2.06,10.3,3.92
8.9,0.7,2.2,18.7,1.9
2.0,21.4,1.3,11.0,3.06
2.7,17.2,3.0,10.5,2.58
8.9,22.2,2.32,15.0,4.78
6.1,3.9,2.16,15.7,4.74
3.2,18.1,1.92,15.9,3.34
8.4,26.9,1.94,11.7,1.08
3.4,18.6,2.26,17.8,4.2
5.1,24.4,1.98,16.6,2.08
3.3,30.8,2.68,11.6,1.36
4.0,23.0,1.8,19.6,3.88
5.0,38.2,2.42,13.3,2.74
4.6,15.4,1.42,12.9,3.32
8.1,17.4,2.06,11.8,4.38
5.7,33.5,1.08,10.8,3.98
7.4,11.4,1.32,13.9,1.76
5.6,38.9,3.0,14.3,3.48
2.2,31.0,2.54,19.4,1.52
4.7,29.9,1.8,15.8,2.5
2.1,1.7,2.82,19.0,4.46
1.6,27.1,2.88,12.4,3.52
6.8,1.1,2.6,17.0,4.1
1.0,30.0,1.68,15.2,4.58
9.3,19.1,1.78,14.7,4.84
1.4,23.1,1.42,17.0,4.32
9.0,9.2,1.94,18.3,3.42
3.4,21.7,2.04,15.2,3.9
3.2,27.7,2.84,14.8,2.72
8.3,35.2,1.18,14.2,3.98
1.5,30.2,1.34,19.9,2.34
3.3,2.8,2.96,11.8,1.2
6.5,30.0,2.58,16.5,2.62
9.8,7.6,1.96,13.3,2.26
3.9,0.8,2.4,18.0,3.36
2.7,2.3,1.58,18.7,4.96
4.6,1.4,1.36,17.2,2.68
3.8,16.3,2.08,15.3,2.12
6.9,1.2,2.18,10.0,4.24
7.2,34.6,2.72,19.1,1.72
1.9,17.1,2.42,15.4,4.54
0.0,35.6,2.6,11.4,3.4
7.1,32.6,1.4,18.4,1.58
8.6,19.9,1.5,11.4,3.88
6.2,37.7,1.54,12.2,4.2
6.6,7.5,1.76,16.5,3.86
0.3,16.3,1.64,14.5,3.84
5.7,37.1,1.78,19.9,3.8
2.4,6.0,2.64,10.8,1.04
4.6,24.4,1.56,16.5,1.46
3.7,38.1,1.38,16.5,4.0
1.4,15.4,1.38,11.7,2.16
6.2,25.6,2.46,11.6,2.08
2.0,24.3,1.22,17.1,2.28
9.8,16.1,2.92,19.7,4.18
5.6,6.7,1.48,13.3,2.18
5.2,34.3,1.48,16.8,4.14
4.5,27.6,1.06,16.3,2.3
1.3,16.0,1.06,14.3,3.9
9.9,39.0,1.16,12.8,2.16
7.5,25.8,1.28,16.1,2.04
1.6,30.6,1.5,19.1,2.26
3.8,33.4,2.56,11.5,3.4
0.8,9.4,2.78,17.7,3.36
9.8,24.5,2.82,15.1,1.58
7.6,22.0,2.4,10.1,1.34
7.8,12.2,1.62,16.0,1.08
8.1,18.6,2.5,10.3,2.36
9.6,26.1,2.96,15.1,3.7
0.5,27.2,2.02,14.0,3.72
9.0,37.2,1.62,15.1,4.18
2.2,5.9,1.16,13.0,3.38
5.8,12.4,2.54,12.5,3.82
9.0,33.6,1.24,12.6,3.8
9.7,34.0,2.1,15.0,1.34
4.5,5.0,1.86,19.7,2.34
3.7,17.7,2.92,19.4,3.26
1.3,13.8,2.9,14.7,1.42
9.9,32.6,2.64,11.0,1.38
7.1,16.9,1.58,10.7,3.84
6.1,3.8,1.3,11.1,1.12
3.4,6.8,1.22,19.8,2.94
1.8,23.5,2.46,14.4,3.08
2.9,4.7,2.3,13.3,1.58
7.7,38.0,1.34,17.6,1.08
8.3,5.6,1.24,19.0,3.56
2.4,27.6,2.84,17.1,4.74
3.9,33.7,1.46,14.6,4.16
8.7,9.8,1.22,12.0,1.38
1.3,1.4,2.18,14.0,2.64
2.5,32.4,2.18,17.4,2.26
8.6,17.8,2.84,12.1,3.34
2.1,33.1,2.7,12.0,4.82
4.7,6.1,2.98,12.7,1.56
8.2,11.8,1.0,16.6,3.02
5.0,3.6,1.84,17.0,3.74
0.2,13.3,2.08,11.3,4.12
4.1,2.5,1.78,17.8,1.6
1.8,0.7,2.26,17.2,2.48
7.2,0.3,1.66,15.1,1.58
2.7,2.0,1.66,14.2,4.04
8.3,14.8,1.94,17.0,2.58
4.4,2.4,1.64,17.5,2.14
7.0,14.2,2.34,11.8,2.12
7.7,24.4,1.58,12.6,2.72
6.2,4.2,2.66,11.7,3.44
7.2,29.2,2.78,11.2,4.8
1.8,18.4,2.56,10.0,2.92
4.6,4.1,2.4,20.1,3.28
1.3,9.1,2.4,18.4,1.72
3.7,31.6,1.56,13.3,2.14
5.2,39.7,1.44,11.2,1.54
6.0,32.3,1.66,15.0,4.08
3.5,5.2,2.66,18.6,4.94
3.9,8.3,1.28,10.0,1.72
8.0,3.3,2.92,18.6,1.1
2.9,7.5,2.04,12.7,2.22
0.8,35.2,1.32,13.1,1.64
6.3,19.6,2.26,17.1,2.76
3.2,28.5,2.66,15.4,2.54
5.1,8.7,2.2,12.5,1.78
8.8,23.4,2.12,11.3,4.36
1.3,23.1,2.52,18.7,3.36
7.4,0.6,2.74,19.2,1.82
5.2,29.1,1.72,16.7,3.72
9.8,3.7,1.12,16.2,1.34
5.8,5.1,1.14,18.1,1.28
7.7,14.2,2.72,11.3,3.62
9.3,39.5,2.54,12.6,1.66
4.0,22.0,2.34,14.0,2.22
6.7,23.9,1.4,10.2,1.74
6.7,14.2,2.2,19.3,2.4
